model,episode,success,frames,max_reward,final_reward,r2,mae,rmse,mean_nis_per_dim,mean_nll,mean_kl,p95_kl,max_kl,mean_mahalanobis,mean_trace,mean_p_kl,mean_coupling_kl,terminal_dist,surprise_score,alert_rate
two_block_proprio_visual,52,False,46,0.9182217717170715,0.9182217717170715,0.5190292172380567,0.35294767881592554,0.5978310310408956,1.0303772588976443,2.2077534064919226,10.571837754858347,15.460679442063375,19.16238852047595,6.335256164417538,0.06642547173218595,1.3116786852906965,0.03969775814282543,1.1808401346206665,15.477309313807542,0.044444444444444446
two_block_proprio_visual,182,False,19,0.8946446180343628,0.8946446180343628,-0.4699775149976524,0.33484712897984514,0.67992326007508,0.7729660950527987,1.1781087511125403,9.976486512402184,12.669093295450365,12.971497435902542,5.1349674357247,0.06646998337883916,1.4024208544872014,0.03056967615510443,1.3641228675842285,13.92436835035635,0.0
two_block_proprio_visual,5,False,53,0.9188170433044434,0.8977888226509094,0.3755118323185457,0.33518732427843384,0.6100556412815806,0.6837818247501486,0.8213716699019401,9.774080040173258,13.688350313115562,20.13996839552527,4.740601038976384,0.06642147709722988,1.20480245887147,0.035482458530989594,0.7118943333625793,13.888820057835046,0.038461538461538464
two_block_proprio_visual,18,False,29,0.9049335718154907,0.9049335718154907,0.03919869745767679,0.4046406106632035,0.6889121733127476,1.1015533855515522,2.4924579131075553,10.980182883956678,15.183909136372769,15.72006297381004,7.148066276322091,0.06644348835106939,1.1506148406272456,0.03444422736202545,1.044083595275879,15.886324610441928,0.03571428571428571
two_block_proprio_visual,189,False,54,0.8607894778251648,0.8607894778251648,0.5936050128974144,0.25589498262661986,0.46278521166575115,0.5616699685336185,0.3329242450358201,9.193482465027289,13.028389445001789,19.00386143862417,3.5795102382176105,0.0664209925727743,1.7665054184871847,0.0379296173756272,0.8810156583786011,13.02173219915526,0.018867924528301886
two_block_proprio_visual,171,False,39,0.8936913013458252,0.8936913013458252,0.38747780257600084,0.3387150282903728,0.5821789546181891,0.6756104537289661,0.7886861858172104,9.738436956753356,13.146484721774753,13.495973249685195,4.667277310199421,0.06643093807475739,1.5926633589512889,0.04312881705312467,0.5873458385467529,13.711450795189291,0.0
two_block_proprio_visual,76,False,30,0.9090504050254822,0.9090504050254822,0.39418464480004023,0.34763596752359005,0.6214537634163846,0.8561391236480048,1.5108008654933658,10.24990426284563,13.852218790021624,14.218737973518364,5.687863205668239,0.06644184383210437,1.3499348495885932,0.05263857668228991,0.9603250622749329,14.582257728169614,0.0
two_block_proprio_visual,154,False,33,0.81867915391922,0.81867915391922,0.5159606078117513,0.31238598095599956,0.5505353624944557,0.7729897585611338,1.1782034051458812,9.901126596978777,14.22864435182546,16.000513554554374,4.991237574301174,0.06643752696982119,1.9614471161058025,0.04235822882809798,1.148691177368164,14.2418670007033,0.03125
two_block_proprio_visual,104,False,46,0.8647916316986084,0.8647916316986084,0.348973555949299,0.3421119379747644,0.6113523738126845,0.8387906788664703,1.4414070863672275,10.133614101501987,14.911542715682108,19.042252204618094,5.4588088577048195,0.06642547173218595,1.7888733741673235,0.044820428755326686,0.7275376915931702,14.711495566477817,0.044444444444444446
two_block_proprio_visual,33,False,40,0.8468301892280579,0.8468301892280579,0.44707752585671967,0.3911969062150713,0.6717902171637494,0.8101677483627366,1.3269153643522924,10.27812013381349,13.976826409091819,19.832864691102202,5.746837717837516,0.06643003702927859,1.5825540170181267,0.0634383208837959,1.0142213106155396,14.598354064670131,0.02564102564102564
two_block_proprio_visual,12,False,47,0.8995557427406311,0.8995557427406311,0.5511802189039419,0.3527736228396595,0.6065010809690001,0.8854694784149267,1.628122284561053,10.250821534495548,13.988335952130416,17.695786220826022,5.693362654761228,0.06642482663585764,1.4312577078074067,0.04445536587913099,0.9097703695297241,14.644488842412862,0.021739130434782608
two_block_proprio_visual,129,False,52,0.8263664245605469,0.8263664245605469,0.6104969367830579,0.30262522126204155,0.5302300283444551,0.8248286397518301,1.3855589299086666,9.980487640734003,15.627146867621951,19.940167988921857,5.153307798426146,0.06642198062264452,1.609364884083297,0.04220613044811875,1.0267032384872437,14.722654530003352,0.058823529411764705
two_block_proprio_visual,55,False,36,0.8928910493850708,0.8928910493850708,0.3003511358797365,0.23224123947986608,0.4780937275024561,0.47636919067863154,-0.008278866384128149,8.955929025960463,12.26562925123088,13.945578680732808,3.101612755425482,0.06643395014107227,1.3530843531564067,0.021084664892043352,0.6808950901031494,12.503976695669827,0.0
two_block_proprio_visual,66,False,23,0.8994517922401428,0.8985079526901245,0.5021748884238062,0.2846769319957772,0.5027202493785439,0.6641254138080996,0.7427460261337443,9.520661688753352,12.229241414215975,15.099048158838528,4.2262227107847705,0.06645649500106546,1.8898231028812658,0.04010799686123712,1.2150158882141113,13.252124455330755,0.0
two_block_proprio_visual,45,False,51,0.8315860033035278,0.8315860033035278,0.43558184657245,0.27711805051563343,0.5260906998954336,0.5650468458235917,0.3464317541957122,9.32055518521505,14.151652619895662,15.648581987475625,3.8333301080496422,0.06642250428907573,1.3914535239607893,0.039385737806673586,1.0821352005004883,13.433361620464225,0.0
two_block_proprio_visual,168,False,29,0.8982877135276794,0.8982877135276794,0.5792367128828457,0.3144642153682772,0.5406498401875215,0.895525352084676,1.6683457792400496,10.192438703263916,15.619425785884388,17.182255248528747,5.572577914936564,0.06644348835106939,1.3292386263760394,0.04635478330593816,0.9980638027191162,15.004409197646172,0.07142857142857142
two_block_proprio_visual,130,False,51,0.9080630540847778,0.9080630540847778,0.6128506471386994,0.28916152844392085,0.5294790516361407,0.6267150025444124,0.5931043810789955,9.548786158333005,14.323545773417225,16.427652972474824,4.289792054285555,0.06642250428907573,1.5355632348538497,0.050095636286293516,1.0584797859191895,13.768911513303296,0.02
two_block_proprio_visual,7,False,57,0.8985008597373962,0.8985008597373962,0.459051269006142,0.3267681305675324,0.6409969017599968,0.8096283023701145,1.3247575803818037,10.160389778342505,14.340316919500237,19.185020638550377,5.513615552833305,0.0664196428260766,1.3222736513109237,0.048405112391081,1.1641286611557007,14.56719858868545,0.017857142857142856
two_block_proprio_visual,37,False,41,0.8751262426376343,0.8751262426376343,0.5684643566515382,0.3046564386825888,0.5175175575003327,0.6624114813725119,0.7358902963913938,9.544163477271,12.644729483056702,15.176628260713839,4.27910875559447,0.06642918103607372,1.3100310545967857,0.03962606630759996,1.0258398056030273,13.377663845984587,0.0
two_block_proprio_visual,152,False,52,0.8911252021789551,0.8810943961143494,0.5816419193672621,0.32025933183360855,0.5439243377542358,0.9123979145457617,1.7358360290843928,10.198596193636622,14.654223139839992,17.088949218210395,5.589524904231382,0.06642198062264452,1.528786859372277,0.039074159689449495,0.6200380325317383,14.784318433064744,0.0392156862745098
two_block_proprio_visual,80,False,39,0.8923256993293762,0.8923256993293762,0.47308847219909644,0.3728966327188128,0.6442514425833386,0.9991803270725343,2.0829656791914837,10.62432526997685,15.721776640829523,18.262610433061433,6.439053936646405,0.06643093807475739,1.5683343012778688,0.043746722033066,0.8062812089920044,15.564886437765033,0.05263157894736842
two_block_proprio_visual,111,False,33,0.9134561419487,0.9134561419487,0.2964778417261854,0.2533099735835492,0.4920711035376041,0.4589776926360629,-0.07784485855440268,9.008075801175469,12.202228402987965,12.631124661629727,3.2051359826945633,0.06643752696982119,1.1588071850587798,0.025007984582533605,0.5615978240966797,12.523862590704157,0.0
two_block_proprio_visual,131,False,61,0.9054750204086304,0.9054750204086304,0.6015027308652434,0.27501004386395506,0.4924704283414372,0.5559736538475346,0.3101389862914849,9.279012944851791,12.590115202857817,14.744893199023497,3.751204251701177,0.06641805312441042,1.6061079928344821,0.037814051476665084,0.8243182897567749,12.991968912282946,0.0
two_block_proprio_visual,205,False,17,0.8254669904708862,0.8254669904708862,-0.08454829543799902,0.4290444695209662,0.7571670582593261,1.4151045119491217,3.746662418697833,12.03176458122845,16.950912467873774,18.02242444139737,9.243526439256293,0.06647925663855858,1.5736863990973833,0.03893785200019342,0.9008276462554932,17.69433167314606,0.125
two_block_proprio_visual,180,False,57,0.9032877683639526,0.9032877683639526,0.6236243777494159,0.29269729687745855,0.5365766346734517,0.7607710975709493,1.129328761185143,9.837751324828373,14.690680038333516,21.349983923652793,4.868338645805035,0.0664196428260766,1.4855580174664833,0.04435475646680892,0.5990105867385864,14.282281121099404,0.017857142857142856
two_block_proprio_visual,138,False,62,0.8522119522094727,0.8477687835693359,0.5030677427980735,0.3503497699681462,0.6093869998708402,0.8734543420132004,1.5800617389541474,10.27492338528612,14.03011180615942,20.53901617257705,5.743103708338533,0.06641768827484767,1.3873416154351788,0.04352618936299503,0.7068978548049927,14.666787226179924,0.03278688524590164
two_block_proprio_visual,156,False,30,0.7993304133415222,0.7993304133415222,0.09149857664820515,0.5066184858394148,0.9060336467463007,1.538741930089535,4.241212091259486,12.639649032903911,21.024014299169984,25.224373182168467,10.467352745784797,0.06644184383210437,1.8579259532826178,0.0638789508870732,1.3367199897766113,19.45036427550771,0.1724137931034483
two_block_proprio_visual,113,False,50,0.8379422426223755,0.8379422426223755,0.32970106572328706,0.3269916093048662,0.5844192932084752,0.7649406784955338,1.1460070848834811,9.931370847120904,14.832817595599504,17.511273710327863,5.054844049284451,0.066423049329647,1.3965757903512357,0.03237795894356985,1.0860620737075806,14.412610414252207,0.04081632653061224
two_block_proprio_visual,161,False,46,0.8675562739372253,0.8675562739372253,0.5525601349510822,0.3636193760759792,0.618391148234159,1.3107927534151782,3.329415384562059,11.290690311018347,17.854537583933258,24.18341572703628,7.772961276737539,0.06642547173218595,1.3656114171854492,0.0425478871439461,0.8169775605201721,17.075754432202825,0.1111111111111111
two_block_proprio_visual,89,False,46,0.7334603071212769,0.7334603071212769,0.4214093878973124,0.4234375287177727,0.7303500799298325,1.2897693981049647,3.2453219633212047,11.467238536506484,17.283753862636633,24.663167275863362,8.126057727713812,0.06642547173218595,1.6461457508643826,0.06294088273741756,0.9768744707107544,17.093681620954964,0.1111111111111111
two_block_proprio_visual,184,False,77,0.870618999004364,0.870618999004364,0.470062308774188,0.2671860306593136,0.5239021220743939,0.6215270961944186,0.5723527556790201,9.42052923262418,14.178354274739373,19.224104758033036,4.0352459055386385,0.0664133676879206,1.568831292197595,0.03362114011491366,1.079950213432312,13.595050182532171,0.039473684210526314
two_block_proprio_visual,194,False,32,0.8968689441680908,0.8968689441680908,0.48605322909758775,0.3995534346032035,0.7000281069790634,1.2558225891677648,3.109534727572405,11.360281711809195,19.42377437497261,22.969178758497847,7.909257897396075,0.06643887308816757,1.6098900706731256,0.06349816148902765,0.9261861443519592,17.48792243509237,0.16129032258064516
two_block_proprio_visual,125,False,53,0.7482980489730835,0.7482980489730835,0.4411744374187204,0.37396471865987885,0.6598848987301086,1.0660961916571634,2.3506291375299995,10.865339331713546,17.049161779123438,21.022230024983454,6.923119622056955,0.06642147709722988,1.652476665763083,0.04541249216576727,1.383216142654419,16.20507909119301,0.11538461538461539
two_block_proprio_visual,188,False,35,0.7133262157440186,0.7133262157440186,0.520458796090385,0.36264932017232043,0.6345639257640786,0.9933991223869273,2.059840860449055,10.616369510143253,16.978133386245766,20.283647472409406,6.422252053779786,0.06643507228342488,1.7496249472732122,0.06451025653291315,1.4296553134918213,15.87042954322485,0.08823529411764706
